id,genres,keywords,name,platforms,slug,summary,total_rating,total_rating_count,game_type,game_status,cover_url
63844,['Sport'],"[78, 311, 4141, 25265, 29745, 48291]",Ace wo Nerae!,[58],ace-wo-nerae,A tennis game for the Super Famicom based on the 1970s manga and anime of the same name.,52.90462943179914,5,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co2kux.jpg
28850,"['Shooter', 'Racing', 'Arcade']","[166, 947]",Alleykat,[15],alleykat,"Alleykat is a vertically-scrolling racer with elements of a shoot-em up game.

The player, a speeder pilot, strives to become the Alleykat Champion by competing in eight space stadiums scattered around the galaxy. Different races like demolition derbies, time-trials, endurance epics and others feature all kinds of obstacles like rocks, pillars, bridges and hard walls, and several types of enemies race along.

The game also features a cooperative two-player-mode.",60.0,5,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/mywtpdjnjytdvixg9yen.jpg
3700,"['Real Time Strategy (RTS)', 'Simulator', 'Strategy']","[151, 4134, 4345, 5436]",The Settlers: Rise of an Empire,[6],the-settlers-rise-of-an-empire,"In The Settlers - Rise of an Empire, players build lively, bustling towns in a medieval world. Everything in this richly detailed, realistic world is visible and lovingly animated. Each Settler figure has his or her own daily routine, with a range of different actions and behaviors that can be observed at all times. The ultimate objective of the game is to expand your empire and become a legendary ruler.
Spur your settlers on to ever greater efforts, develop a flourishing economy, satisfy the needs of your citizens, and protect your people from danger!",72.18342359866429,22,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co1r6r.jpg
55051,['Shooter'],"[1, 166, 167, 844, 1097, 1313, 1821, 2152, 3486, 4259, 4967, 5722]",Aero Fighters 3,"[52, 80, 79, 136]",aero-fighters-3,"When enemy forces wipe out the jets of the Aero Fighters, they must scramble using heavily-modified World War II warplanes in the third installment of the comical Aero Fighters series.",70.37359515811605,12,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co82w2.jpg
3012,"['Music', 'Indie', 'Arcade']","[78, 285, 1375, 1503, 2152, 2362, 2385, 3540, 4137, 4333, 4368, 4869, 4984, 4989, 5029, 5114, 5523, 7369, 8310, 9331]",Osu!,"[3, 34, 6, 39, 14]",osu,"""rhythm is just a click away""

osu! is a PC-first reimagining featuring the gameplay mechanics of the rhythm game series ""Osu! Tatakae! Ouendan!"". Built community first, the game lives on only due to a constant flow of user creations over multiple decades. Jump straight into the beatmap editor and make your own masterpiece, or re-skin the game to make it yours.

Play for fun, or play competitively against millions of active players, either in leaderboards or realtime multiplayer rooms. Create teams, make new friends, or even get involved in one of the many commuinty-run teams that keep the game alive!",73.24913437273304,221,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co8a4m.jpg
10631,['Puzzle'],"[394, 1299, 1333, 1495, 1935, 2071, 3224, 4134, 4213, 4300, 4333, 4359, 4522, 4544, 4841, 4869, 5143, 6765, 9927, 11895]",Picross 3D,"[41, 20]",picross-3d,Picross 3D is the sequel to the popular Picross DS puzzle game. The original game was a number-based grid puzzle that challenged players to reveal a hidden picture. Picross 3D moves the action into three dimensions. Picross 3D blends the logical challenge of a sudoku puzzle with the excitement of discovering the hidden images within.,81.85363887709909,23,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co2dzy.jpg
17849,"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure', 'Indie', 'Visual Novel']","[78, 126, 521, 25963]",Alphadia Genesis,"[48, 34, 6, 39, 167, 41, 49, 130]",alphadia-genesis,Alphadia Genesis is the first JRPG from acclaimed developers KEMCO to be released on Steam. The story chronicles an epic adventure with Fray and his investigative team from the Archleign Kingdom as they set out to solve a mysterious murder case in a nearby city.,73.75,4,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co2c8j.jpg
18099,"['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure']","[114, 153, 249, 1563, 2071, 4347, 4361, 4841, 4842, 4882, 5087, 5254, 5414, 7313, 7741, 7742, 8025, 8356, 8362, 8399, 8518, 8581, 8589, 9676]",Pokémon Moon,[37],pokemon-moon,"Pokémon Sun and Pokémon Moon will be the first games in the Pokémon series to allow players to choose from nine languages to play in. In addition to English, French, German, Italian, Japanese, Korean, and Spanish, players will now be able to play in both Traditional and Simplified Chinese.",80.96076032793198,252,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co3co8.jpg
4487,"['Shooter', 'Platform', 'Arcade']","[1, 21, 1107, 1186, 1666, 1821, 2152, 3486, 3831, 4259, 4522, 4967, 5307, 5311, 5323, 27629, 31533]",Mercs,"[52, 15, 5, 29, 16, 25, 64]",mercs,"The players are members of a covert counter-terrorist team of mercenaries known as the ""Wolf Force"". The aim of the game was to rescue the former President from rebels in the fictional African country of Zutula, which bears resemblance to the apartheid regime in South Africa. The game has six main levels, plus the final level where your mission is to rescue the former U.S. president from the Hercules Transport. The game's arsenal include real-world machine guns, shot guns, flame throwers, and grenade launchers. Several missions even have pilotable vehicles available.",76.29248934875862,22,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co264b.jpg
20039,"['Puzzle', 'Strategy']","[2423, 4134, 4510, 5087, 9676]",Pokémon Picross,[37],pokemon-picross,The Pokémon and Picross franchises combine on 3DS.,69.75194240177439,29,0,8.0,https://images.igdb.com/igdb/image/upload/t_cover_big/co2sww.jpg
9564,"['Role-playing (RPG)', ""Hack and slash/Beat 'em up""]","[247, 249, 982, 1375, 2385, 4134, 4841, 5087, 7224, 8581, 48194]",Pokémon Rumble World,[37],pokemon-rumble-world,"Pokémon Rumble World is a freemium Nintendo 3DS game released in most regions on April 8, 2015. The game is free to download, but features in-game microtransactions. The game features all 719 species of Pokémon, as well as Mega Evolution and Primal Kyogre and Groudon. It is the fourth entry in the Pokémon Rumble series.",69.98033033168475,20,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co1zj0.jpg
32575,"['Puzzle', 'Strategy', 'Indie']",[380],Knights,"[3, 34, 6, 14]",knights,"Knights is a minimalist puzzle game based on a single chess piece, the titular knight. A simple enough to pick up and relaxing experience.",74.15746001968596,5,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co44ju.jpg
1416,['Fighting'],"[61, 164, 1097, 3486, 4359, 4392, 4891, 5910, 9931]",Toshinden 4,[7],toshinden-4,"Battle Arena Toshinden 4 is a spectacular 3d combat tournament that goes beyond the limits in an all-out battle where reflexes, skills and timing are essential to defeat the many adversaries.

Each bout is played within an incredible 3d location, with every move and counter attack displayed in stunning detail. Toshinden 4 blends a wealth of stunning showcase moves with all the traditional moves. The result is a free-flowing fight boasting cinematic visuals.

New ""overdrive"" mode allows you to produce devastating combinations of moves and the innovative team battle mode creates a truly incredible battle royale.",69.992248327521,5,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co5rnq.jpg
54217,['Music'],"[78, 1699, 4137]",Persona 3: Dancing in Moonlight,"[48, 46]",persona-3-dancing-in-moonlight,"Face-to-face with an enigmatic Velvet Room resident, the SEES are forced to perform at a mysterious dance party. Test your rhythm based gameplay skills and dominate the dance floor!",75.42909213314628,34,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co1ob9.jpg
143831,"['Platform', 'Adventure']","[3, 974]",Commander Keen: Goodbye Galaxy!,[13],commander-keen-goodbye-galaxy,"Following the Invasion of the Vorticons, the story arc of Goodbye Galaxy! takes Commander Keen to a planet to rescue the Keepers of the Secret of the Oracle, which know the location of the Shikadi's doomsday device, The Armageddon Machine.",65.07433941682591,5,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co4wnm.jpg
1335,"['Shooter', 'Puzzle', 'Real Time Strategy (RTS)', 'Strategy', 'Indie']","[3, 129, 159, 221, 274, 558, 770, 960, 962, 1033, 1158, 1289, 1299, 1320, 1322, 1345, 1494, 1756, 1836, 1935, 1971, 2152, 2324, 2488, 2992, 3087, 3128, 3486, 3831, 3988, 4213, 4266, 4275, 4284, 4286, 4287, 4353, 4359, 4388, 4396, 4397, 4405, 4544, 4613, 4614, 4615, 4681, 4709, 4730, 4767, 4777, 4860, 4884, 4885, 4891, 4956, 4990, 4992, 4993, 5029, 5105, 5305, 5310, 5323, 5327, 5542, 5587, 5612, 5661, 5736, 5779, 5790, 5818, 5823, 5836, 5962, 5963, 5989, 5998, 6049, 6089, 6248, 6315, 6326, 6370, 6494, 6539, 6669, 6745, 7026, 7215, 7303, 7357, 7389, 7402, 7403, 7419, 8149, 8275, 8983, 9045, 9200, 9364, 11533, 23933]",Natural Selection 2,[6],natural-selection-2,"Natural Selection 2 is an immersive, multiplayer shooter that pits aliens against humans in a strategic and action-packed struggle for survival. It seamlessly combines shooter and RTS/strategy gameplay.",81.42107774296797,32,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co1x8r.jpg
234834,"['Shooter', 'Platform', ""Hack and slash/Beat 'em up""]","[660, 982, 2777, 5525, 24033]",The Adventures of Batman & Robin,[29],the-adventures-of-batman-and-robin--1,"The Mega Drive/Genesis version, developed by Clockwork Tortoise and published by Sega, is a run 'n' gun where both Batman and Robin must stop Mr. Freeze, who plans to freeze Gotham City. In order to keep the duo busy, he also frees the Joker, Two-Face and the Mad Hatter, each one with their own agenda. The Joker celebrates his birthday wreaking havoc in Gotham and stealing diamonds, Two-Face tries to take over the city from above, and Mad Hatter is creating a robot army in his surreal lair.

The game can be played by two players simultaneously; one player with Batman, and the other with Robin. Both characters are identical in terms of playability, and both use batarangs, bolas, or shurikens in long-range attacks, while using melee attacks at short range. There are four levels consisting of several stages, mostly of a straight left-to-right traverse to the end where the boss awaits. In some levels the game switches to a side-scrolling shooter, in which the players must control the Batwings.

The game is regarded as being extremely difficult to complete, and also known for showcasing some of the most impressive special effects on the Mega Drive/Genesis. It also features a soundtrack by Jesper Kyd. This accounts for the relatively high quality of Kyd's compositions, as well as the fairly simple FM synthesized nature of the game's sound effects.",74.90763163357089,12,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co6378.jpg
26814,"['Racing', 'Real Time Strategy (RTS)', 'Simulator']","[1156, 12231]",18 Wheels of Steel: Across America,[6],18-wheels-of-steel-across-america,"Heed the call of the open road, throw the gears in motion and take off in a tractor trailer. Drive faster than your competition, haul your cargo across the entire United States and feel the wind in your face as you control your own destiny. Blast the horn and build a career in the fast-paced world of trucking.

Keep in mind that there's more to being a successful businessman than just driving fast. You've got to manage your money, keep your rig running smooth and watch out for speed traps that might trip you up. Bad weather? Fuel troubles? Tricky loading docks that require pinpoint precision? It's all part of life in the cab of a 18-wheeler. If you've got the guts, jump in a truck and head out for the highway.",64.54031569480294,7,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co6sd1.jpg
18373,"['Music', 'Platform', 'Real Time Strategy (RTS)', 'Strategy', 'Adventure']",[4137],Patapon 3,"[46, 38]",patapon-3,"Patapon 3 is a rhythm game for the PlayStation Portable and sequel to Patapon 2. Gameplay is mostly unchanged from previous titles, but has a greater focus on multiplayer than Patapon 2. Like its predecessors, Patapon 3 is presented in a cartoonish, silhouetted two-dimensional environment, now with more detailed backgrounds.",70.09387432860466,18,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co3y4w.jpg
3078,"['Shooter', 'Tactical']","[19, 276, 1158, 1219, 1293, 1333, 1494, 1821, 2071, 2543, 3831, 3988, 4004, 4134, 4150, 4245, 4345, 4353, 4520, 4580, 4614, 4681, 4730, 4869, 4890, 5025, 5451, 5657, 5783, 5850, 5987, 5999, 6036, 6254, 6739, 7016, 7113, 7417, 7498, 11444, 11474]",Sniper Elite V2,"[9, 6, 41, 12]",sniper-elite-v2,"Sniper Elite V2 is the eagerly-awaited sequel to the highly-acclaimed Sniper Elite, giving gamers the most authentic World War II sniping experience available. You are elite US sniper Karl Fairburne. Parachuted into Berlin amidst the Germans’ final stand, your mission is to prevent Nazi V2 rocket program technology from falling into the hands of the besieging Red Army. You must aid key scientists keen to defect to the US, and terminate those who would help the Russians.

Take advantage of authentic weaponry, learn how to stalk your targets, fortify your position, set up the shot, use your skill, patience and cunning to achieve your mission. Stealth gameplay is the key as you find yourself trapped between two desperate armies in a race against time. Watch as the celebrated ‘bullet cam’ from Sniper Elite returns, bloodier and more gruesome than ever – skilful shots are rewarded with a slow-motion flight of the bullet, then targets are graphically rendered in X-Ray as the bullet enters and destroys your victim. Organs shred, bones splinter, teeth shatter, as the true impact of the sniper’s bullet is brought to life.

As World War Two ends and the Cold War begins, every shot counts. Use it wisely.",69.587308374532,243,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co2e41.jpg
18924,"['Role-playing (RPG)', 'Indie']",,Overpower,[6],overpower,"Overpower is a class-based fantasy combat game. Inspired by the pick-up and play nature of a shooter combined with epic RPG style class based PvP. Overpower puts a skill based medieval twist on traditional arena games, putting players immediately into the action! Huge damage combos, low cooldowns, and split second decision making allows players to overpower their enemies no matter what they're up against!",70.17241379310346,8,0,4.0,https://images.igdb.com/igdb/image/upload/t_cover_big/mnfle2fmgmz6msuzxovt.jpg
28134,"['Platform', 'Indie']","[126, 288, 575, 1059, 1158, 1705, 1780, 2425, 3001, 4004, 4134, 4150, 4297, 4465, 4957, 23320, 23567]",Spark the Electric Jester,[6],spark-the-electric-jester,"Spark the electric jester is an action/platformer video game heavily based on best classics from the 16-bit era from both sides of the aisle.
You play as Spark, an electric jester frustrated by the loss of his job! On one beautiful day, robots decided to take over the world. Seeing as Spark’s job was taken by a robot, he decided this was the perfect opportunity for his revenge! Spark will have to travel through the world and be engulfed in high-speed thrills and tons of action against the robots and the one who has taken his job.",74.69731560333693,10,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co24tq.jpg
215062,"['Racing', 'Sport', 'Indie', 'Arcade']","[3138, 23984, 49360]",Horizon Chase 2,"[169, 48, 6, 39, 167, 14, 49, 130]",horizon-chase-2,"Horizon Chase 2 is a classic fast-paced and accessible arcade racing game with a unique art style, thrilling soundtrack, and online multiplayer for all game modes.",74.97942642386155,7,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co55i9.jpg
8855,"['Shooter', 'Arcade']","[166, 1181, 2152, 3486]",Raiden II,"[52, 6]",raiden-ii,"Excellent sequel to the classic original ""Raiden"". As in the original, players control a fighter jet/spaceship through various levels while shooting down other planes and bombing tanks on the ground.",76.69568518127116,10,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co2fn2.jpg
135262,['Platform'],"[2004, 23125, 24124]",Rayman Redemption,[6],rayman-redemption,"Rayman Redemption is a reimagination of the original Rayman game from 1995. The features a lot of new content, including new worlds, levels, minigames and stuff to collect and complete.",80.01624821804297,5,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co2o2g.jpg
6977,"['Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure']","[78, 167, 575, 947, 982, 997, 1107, 1186, 1293, 4141, 4142, 4210, 4213, 4250, 4282, 4286, 4287, 4359, 4903, 4974, 5782, 6325, 6494, 6537, 6716, 9200, 13544]",Dynasty Warriors: Gundam,"[9, 12, 8]",dynasty-warriors-gundam,"Dynasty Warriors: Gundam takes gamers through an intergalactic conflict where the only hope for survival is to annihilate the encroaching opposing forces. It's a one-versus-many as gamers fight at lightning speed aboard their favorite Mobile Suit, the ultimate weapon of war. Gamers can explore the rich and detailed setting of the Gundam multi-verse from a myriad of perspectives. Assume the role of legendary heroes and villains while strategically enhancing their power, skills, and abilities.",64.90858658687814,19,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co47mz.jpg
20495,['Role-playing (RPG)'],[416],Tao's Adventure: Curse of the Demon Seal,[20],taos-adventure-curse-of-the-demon-seal,"Take on the role of Tao, a young magical student trying to master the Magical Arts. One day, the Demon Seal from a faraway Monster Tower cracked and let loose hoards of ferocious ancient monsters. In Tao's village, the village of the Bente Island, an extremely powerful monster curses the townspeople, including Tao's family, turning them all into stone. Tao must find a way to master the art of magic, repair the Demon Seal, destroy the curse and save his family. In order to break the curse, Tao must find the monster egg of the ancient monster that cursed his family, Straitser. With that egg, he can return to the village and the last remaining elders can break the evil curse, although if Tao does not return by the next full moon, the curse will never be broken.",36.25,3,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co5twz.jpg
74859,['Shooter'],,Point Blank,[6],point-blank--1,"Point Blank is a fast-paced online first-person shooter, where players join either the Free Rebels or CT-Force team (the Free Rebels are based on the Terrorists from Counter-Strike, while CT-Force is based on the Counter-Terrorists). Each team attempts to complete their mission objective and/or eliminate the opposing team. Each round starts with the two teams spawning simultaneously, usually at opposite ends of the map from each other.

A player can choose to play as one of four different default character models (Acid and Keen Eyes for CT-Force, and Red Bull and Tarantula for the Free Rebels). There are four purchasable deluxe character models: Fennec and Pit Viper for CT-Force or Cheshire and Shadow for the Free Rebels. Players are generally given a few seconds before the round begins, or before respawning, to change weapons and/or equipment.

Game points and experience are awarded for winning a round, losing a round, killing enemies, and completing mini missions.",68.9051294887251,20,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co3wph.jpg
186034,['Shooter'],,"Warhammer 40,000: Space Marine - Anniversary Edition",[6],warhammer-40000-space-marine-anniversary-edition,"Released as a free update on the base game, this Anniversary Edition includes:

• All DLC
• The full soundtrack for the game
• Classic and brand new wallpapers
• The original manual (pdf)
• The Official Strategy Guide (pdf)
• Ringtone
• The Collector's Edition Artbook (pdf)
• Collectors cards (pdfs)
• The original launch trailer",79.3387418959656,5,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co4b5y.jpg
247757,"['Puzzle', 'Adventure']","[23560, 23568]",Unboxing the Cryptic Killer,"[34, 6, 39, 14]",unboxing-the-cryptic-killer,"Unravel the mystery of a cryptic box in this 2-player co-op puzzle game. Join forces as two detectives, solve cooperative puzzles, communicate effectively, crack the codes and outsmart the killer.",47.4074074074074,6,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co6foh.jpg
17998,"['Point-and-click', 'Puzzle', 'Adventure', 'Indie']","[170, 906, 962]",Perils of Man,"[6, 39]",perils-of-man,A point-and-click game that follows Ana Eberling as she attempts to solve the mystery of her father's disappearance.,62.0,4,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co2e20.jpg
67186,['Adventure'],"[164, 253, 2113, 2458, 4522, 26191, 27629, 29745, 30367, 30490]",The Mysterious Murasame Castle,"[51, 37, 5, 41]",the-mysterious-murasame-castle,"Restore peace to a land that has been overridden by evil!

One stormy night in feudal Japan, a mysterious force begins to take control over Murasame Castle and its lands. Each lord in four neighboring castles has taken possession of a dark sphere of power, allowing them to summon ninja armies and monsters that wreak havoc in the villages.

Takamaru, a brave and young samurai apprentice, has been sent to investigate. He must infiltrate all four castles and defeat the lords before making his way to Murasame Castle. Use sword and shuriken attacks against the swarms of enemies, and unlock the secret behind the source of evil.

The game was at first released exclusively for the Famicom in Japan, but it would come to the rest of the world for the first time in 2013 as part of the 3DS virtual console, as well as for Nintendo Switch Online in 2023.",79.55270252987368,10,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/cob9wf.jpg
69392,"['Platform', 'Racing', 'Adventure', 'Arcade']","[1953, 2415, 4134, 4162, 4314, 4455, 8237]",Sonic Forces: Speed Battle,"[34, 39]",sonic-forces-speed-battle,A mobile racing game tie-in to Sonic Forces.,68.13993900658615,12,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co27vr.jpg
334892,"['Platform', 'Arcade']",[2388],Subway Surfers City,"[34, 39]",subway-surfers-city,"Jump into the world of Subway City and play the newest endless running game. Conquer the new obstacles, reach new heights, and collect new characters! Jake, Tricky, Fresh and Yutani will take you on new adventures in Subway Surfers City.

Subway Surfers City brings an arcade runner quest with super-charged visuals, new characters, thrilling missions and more. Play now and run like never before!",60.99816621075782,6,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co9tgn.jpg
1527,"['Point-and-click', 'Simulator', 'Adventure']","[21, 78, 221, 558, 789, 1299, 2109, 4286, 4410, 4438, 5029, 5194, 5727, 5734, 7400, 9768, 11524, 13211]",Trauma Team,"[5, 41]",trauma-team,"Encounter unprecedented depth across six distinct fields of medicine: play as a general surgeon, diagnostician, E.M.T., orthopedic surgeon, endoscope technician, and medical examiner. Follow the story as never before with all-new dynamic story sequences inspired by Japanese animation and comics; each dramatic chapter comes vividly to life with distinct style! Hand-drawn art, innovative animation, and quality voice acting perfectly capture the raw intensity, excitement, and danger of every heart-pounding moment!",80.61620795107034,10,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/cob8q4.jpg
41870,['Simulator'],"[758, 918, 4228]",Personal Trainer: Cooking,[20],personal-trainer-cooking,"Personal Trainer: Cooking includes more than 200 recipes from around the world and transforms the Nintendo DS into an electronic, interactive cookbook, complete with a glossary of terms and even instructional videos.",70.0,3,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/cob1tc.jpg
1994,['Sport'],"[26, 27, 2362]",Actua Soccer 3,"[4, 6, 7]",actua-soccer-3,"The last of the series, Actua Soccer 3 arrived in late 1998. For the first time, both club and national teams were present, plus other teams (such as Arsenal LFC) and various joke teams. While its predecessor had been criticized for the absence of club teams, Actua Soccer 3 featured a total of 25 leagues with 450 national and international teams, more than any game of the time except the earlier Sensible World of Soccer as well as over 10000 players. The graphics used a slightly improved version of the Actua Soccer 2 engine with much improved weather effects. Trevor Brooking was replaced by Martin O'Neill as Barry Davies' commentary partner. ""Let Me Entertain You"" by Robbie Williams was the only ingame soundtrack the classical operatic theme Cavalleria Rusticana (Rustic Chivalry) by Pietro Mascagni was played during the game's introduction video.",45.29411764705883,5,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co5yxm.jpg
122562,"['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure']","[226, 816, 1333, 4272, 4392, 4823, 4878, 4879, 5806, 7410, 9841]",Dofus Retro,"[3, 6, 14]",dofus-retro,"Dofus Retro is a new server option for Dofus released in 2019. The goal of Retro is to let players experience Dofus as close as possible to what it was before the graphical overhaul that came with 2.0.

Certain players have a very special affection for Version 1.29 of the game DOFUS. That's why there are new servers allowing them to rediscover the game as it was almost ten years ago.

Two 1.29 servers - Eratz and Henual - have always persisted. Historically, Ankama kept them so they wouldn't be unfairly disadvantaging their Latin American players, whose computers may not necessarily have been able to keep up with the performances required to enjoy DOFUS 2.0 to the fullest. Now, all of their players can enjoy it simply by subscribing.",73.9975204602223,9,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co4s23.jpg
725,['Turn-based strategy (TBS)'],,Galactic Civilizations II: Dread Lords,[6],galactic-civilizations-ii-dread-lords,"Galactic Civilizations II (GalCiv II) is a 4X Grand strategy game set in the 23rd century, when multiple alien civilizations scramble to conquer the galaxy, planet by planet, by force, diplomacy, influence (culture), or technology. GalCiv II focuses on the single player experience that consists of a Campaign mode and a ""Sandbox"" mode, and omits multi-player. The game is notable for its artificial intelligence, which is challenging without being given resources and abilities not available to the player, as is common in the majority of strategy games.",78.68017618190751,19,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co1ueq.jpg
3439,['Shooter'],"[3, 518, 575, 2111, 4310, 11469, 14114, 27048, 28703]",Armorines: Project S.W.A.R.M.,"[4, 7]",armorines-project-s-w-a-r-m,"The invasion has begun - an alien species infestated Earth and now they are after your flesh! Choose one of two Armorines, each with their own selection of weapons and fight back against bugs of all sizes; minimize the enemies chance of eliminating human civilization as we know it and eradicate every single trace of their race on our beloved planet!",57.86678567366238,8,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co3r8s.jpg
20489,"['Platform', 'Puzzle', 'Strategy']","[137, 274, 2362, 3430, 4164, 4170, 4213, 5387, 5441, 7070, 39372]",Super Monkey Ball Touch & Roll,[20],super-monkey-ball-touch-and-roll,"Super Monkey Ball Touch & Roll brings the Super Monkey Ball series to the DS. Featuring a similar selection of party games and 50 different characters, this newest entry builds on the previous versions of the game. Ten different worlds will challenge your monkey-controlling skills. Also, touch-screen controls and wireless play have been implemented to take advantage of the DS platform.",68.8106465484556,10,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co3s7y.jpg
461,"['Point-and-click', 'Adventure']",,Simon the Sorcerer 3D,[6],simon-the-sorcerer-3d,"Simon is back and this time in 3 dimensions!

The adventure begins with Simon's soul being reunited with his body on the roof of an Aztec Temple. Slightly confused and disoriented, Simon escapes the temple with the help of his new fairy godmother.

Once again explore with Simon a vast fantastical world and help him find a way back home by uncovering the secrets of 'The Nexus'. Do this before your arch nemesis, Sordid, can use its power for more evil means.

Meet up with favorite characters once more such as The Swampling, Calypso and the Woodworm! Enjoy over 40 hours of gameplay filled with ribald jokes, sly humour and 'off the cuff' quips.

This is full ""talkie"" version of the game. You can turn the subtitles on if you prefer subtitled version.",31.01963649862422,6,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co5vfr.jpg
7729,"['Music', 'Platform', 'Puzzle', 'Strategy']","[1380, 1495, 4134, 4137, 4221, 4282, 4544, 4718, 4726, 5313, 5314, 6105, 7327, 11782, 11987]",Sound Shapes,"[9, 48, 46]",sound-shapes,"Play, Compose and Share in a unique take on the classic side-scrolling platformer where your actions make the music.

Equal parts instrument and game, Sound Shapes gives everyone the ability to make music. Play through a unique campaign that fuses music and artwork into a classic 2D platformer, featuring artwork by Pixeljam, Capy, Superbrothers and more, with music by I Am Robot and Proud, Jim Guthrie and Deadmau5. Create your own unique musical levels with all of the campaign content and share with the world. Sound Shapes creates an ever-changing musical community for everyone to enjoy at home or on the go.",80.40676278381795,54,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co2itt.jpg
144098,"['Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie']","[43, 1103, 2425, 4004, 4150, 16877, 18437, 44629]",Sun Haven,"[6, 14, 130]",sun-haven,"Sun Haven is a multiplayer fantasy farming sim with dragons, magic, a main questline, RPG-style skill progression, and even a final boss. Farm, fish, fight, mine, smith, cook, and craft in this cozy farming RPG!",77.30926799020588,18,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co6ahl.jpg
6793,"['Shooter', 'Platform']",,Cyber Police ESWAT,[52],cyber-police-eswat--1,"The game is a sidescrolling platformer similar to Shinobi. The game is set in the near future, where the player controls a blonde police officer named Duke Oda who, over a series of levels, turns into the cyborg E.S.W.A.T. At first, as a rookie member of the Cyber Police force in the city of Liberty, the player has to clean the streets of an overwhelming crime wave and terminate the most wanted criminals. In the first and second levels of the game, the completely human Duke Oda can only utilize a single shot weapon and can only survive one hit. A second hit will kill him.",66.69897161995395,7,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co7baa.jpg
4651,"['Simulator', 'Sport']","[26, 27, 1293, 2362, 2543, 2803, 4134, 4245, 4519, 4650, 4869, 4890, 5783, 5814, 7199, 9952, 11768]",Pro Evolution Soccer 2012,"[9, 6, 12]",pro-evolution-soccer-2012,"Pro Evolution Soccer 2012 (abbreviated to PES 2012 and known officially as World Soccer: Winning Eleven 2012 in Asia) is a video game which is the eleventh edition in the Pro Evolution Soccer series developed and published by Konami (and MicroByte in Argentina) with production assistance from the Blue Sky Team. Lionel Messi, who has been the cover star for the series since PES 2009, was replaced by PES 2008 cover star Cristiano Ronaldo, while Shinji Kagawa replaces Messi as the cover star for the Japanese version. The US and Latin American cover features Santos player Neymar and Cristiano Ronaldo.",72.01116066016802,78,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co4k5h.jpg
