id,genres,keywords,name,platforms,slug,summary,total_rating,total_rating_count,game_type,game_status,cover_url
18834,"['Shooter', 'Platform', 'Arcade']","[1059, 1478, 1669, 5436, 5722, 31146]",Gumshoe,"[52, 18]",gumshoe,"Jennifer's been kidnapped! Now's your chance to prove you're a sharp-shooting detective by helping Jennifer's father find the five diamonds that will pay her ransom. You'll use your Zapper light gun to blow away anything that gets in your way. But even with the Zapper, this case will be hard to crack. Because not only are the diamonds hard to find, but you only have 24 hours to find them! What's more, you'll have to think fast and shoot even faster, because ferocious monsters, diving airplanes and hungry man-eating sharks will stop at nothing to prevent you from getting to the diamonds. Think you're a sharp-shooting detective? Well, you better be. Because if you're not, it's curtains for you in this quick-on-the-trigger Nintendo Light Gun game!

A direct port of the game was released for the Nintendo VS. System arcade machine in 1987.",60.43034901526386,9,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co42vs.jpg
12588,['Fighting'],"[61, 977, 1231, 2152, 2543, 2958, 4134, 4372, 4494, 4650, 4804, 5328, 5987, 11853, 12708, 27629]",The King of Fighters '96,"[52, 80, 9, 5, 32, 7, 38, 136]",the-king-of-fighters-96,"The King of Fighters '96 is a 1996 fighting game. It is the third game in The King of Fighters series, following The King of Fighters '95.

SNK's flagship series returns for another year. Many of the changes in this year's KOF release come in the form of improved graphics, sound effects, music and totally redone character sprites. The gameplay of the system has been altered with the addition of ""Rush"" multi-hit combos and new moves for practically every character. The storyline of the series receives heavy focus in this release with the Orochi Saga swinging into high-gear.

The King of Fighters '96 has 27 regular characters plus 2 boss characters (who can be unlocked with the use of a code). Newcomers to the tournament include Mr. Big from the Art of Fighting series, the bosses from Fatal Fury (Wolfgang Krauser and Geese Howard), and completely original characters like Leona Heidern, Mature and Vice. Other features carried over from the previous year include the ability to choose between the default ""Team Fighting"" mode or the traditional ""Single Fighter"" style of gameplay, plus the ""Versus"" and ""Survival"" gameplay modes.",71.71193300133416,49,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co23d3.jpg
196549,"['Role-playing (RPG)', 'Adventure']",,Brown Dust II,"[34, 6, 39]",brown-dust-ii,"The continent of Svern, which had been under the rule of the Karian Empire a long time ago, became peaceful under the reign of five kingdoms.
However, an ominous shadow of dark magic looms, and the fate of the Five Kingdoms is slowly twisted.
Tensions rise amid the growing embers of war, and the terrifying fiend of fate heads for the peaceful Lugo village...",84.13793103448276,7,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co9d3q.jpg
20002,['Sport'],"[274, 1286, 1293, 1563, 2184, 4134, 4142, 4245, 4328, 4890, 5348, 5783, 10793, 23096, 23428]",Ice Age: Continental Drift - Arctic Games,"[9, 37, 5, 6, 12]",ice-age-continental-drift-arctic-games,Ice Age: Continental Drift - Arctic Games is an upcoming game based on the fourth movie. It is a minigame-centric title.,47.5,3,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co2ddm.jpg
13100,"['Shooter', 'Adventure', 'Indie']","[9, 126, 129, 159, 170, 288, 413, 578, 623, 926, 1158, 1716, 2227, 2493, 3831, 4134, 4135, 4138, 4158, 4263, 4392, 4541, 4544, 5158, 5311, 5359, 5596, 5818, 7152, 7417, 8099]",Super Amazing Wagon Adventure,"[6, 12]",super-amazing-wagon-adventure,"Super Amazing Wagon Adventure is a fast-paced 2d shooting game with a random story. You control a group of three migrants traveling west along a wagon trail. The game consists of short scenes that are sequenced together in a semi-random way to tell a crazy adventure story. One minute you could be massacring a herd of buffalo, the next attacked by eagles while falling off a cliff.",83.39491163867199,10,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co882h.jpg
164217,"['Strategy', 'Card & Board Game']","[151, 288, 1704, 2251, 2814, 25826]",Dominion,"[34, 6, 39]",dominion,"This is a game of building a deck of cards. The deck contains your resources, victory points, and the things you can do. It starts out a small collection of Estates and Coppers, but you hope that by the end of the game it will be brimming with Gold, Provinces, and the inhabitants of your kingdom.",60.97434359828904,8,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co3ov0.jpg
16665,"['Role-playing (RPG)', 'Turn-based strategy (TBS)']","[61, 78, 415, 521, 906, 962, 1127, 1821, 2071, 2399, 2426, 2543, 4134, 4372, 5328, 6326, 7304, 8311, 12708]",The Legend of Heroes: Trails in the Sky SC,"[9, 6, 38]",the-legend-of-heroes-trails-in-the-sky-sc,"The Legend of Heroes: Trails in the Sky SC is the second installment in the main Trails series, serving as a direct sequel to the events of the The Legend of Heroes: Trails in the Sky. The game follows Estelle sets out to a new adventure, after completing some training by the Bracer Guild to prepare for that adventure.

Comrades both old and new join your team in this story-driven RPG with new combat mechanics and other features that improve the gameplay experience from the first entry.",82.51664041254836,50,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co74em.jpg
401,"['Role-playing (RPG)', 'Adventure']","[72, 78, 226, 509, 906, 976, 992, 1033, 1228, 1320, 1381, 1699, 1710, 2016, 2324, 2416, 3630, 3831, 4244, 4285, 4329, 4368, 4388, 4404, 4407, 4532, 4613, 4787, 4852, 4856, 4861, 4918, 4939, 5358, 5359, 5386, 5596, 5604, 5904, 5967, 5989, 6221, 6779, 7304, 8784, 9156, 9900, 13036, 13082]",Final Fantasy: Crystal Chronicles - The Crystal Bearers,[5],final-fantasy-crystal-chronicles-the-crystal-bearers,"A thousand years have passed since the events of the original Final Fantasy: Crystal Chronicles. The destruction of the Yuke Crystal during the Great War, with the Yuke Tribe suffering apparent annihilation, had at last brought the victorious Lilties dominion over the world as they bring it into a new age of science and reason through machines called ""crystal reactors,"" with the use of magic outlawed and rule over the Clavats and few Selkies who comply to the new order. In this new era of imbalance exists a rare breed of powerful beings called ""crystal bearers"", whose seemingly magical abilities have led them to be feared and scorned by the public.",65.07468289979366,13,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co1vjl.jpg
9790,"['Point-and-click', 'Adventure']","[101, 1669, 5661]",The Cameron Files: The Secret at Loch Ness,[6],the-cameron-files-the-secret-at-loch-ness,"Hidden away in the Scottish countryside above Loch Ness, sits serene Devil's Ridge Manor. But its tranquillity is deceptive. For some time now there has been an increasing number of ghosts and supernatural phenomena at the manor. At the request of the famous physicist and owner of the manor Allister Mac Farley, private investigator Alan P. Cameron leaves his Chicago office for the mists of his ancestral land. Does the fabled sea monster play a part in the goings-on? Confronted by strange phenomena, the player must help Cameron with his investigation, from the obscure corners of the Medieval castle, to the old scientist's secret laboratory and finally to the troubled waters of Loch Ness to solve the mystery.",50.0,3,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co2ac3.jpg
3233,"['Simulator', 'Tactical']","[1, 21, 36, 56, 992, 1293, 1333, 4134, 4245, 4259, 4359, 5333, 5783, 7108, 10919]",Apache: Air Assault,"[9, 6, 12]",apache-air-assault-24a49449-c450-4802-9f1b-ad292a998155,"Apache: Air Assault features more than 16 multi-stage missions involving air and ground strike operations off the coast of Africa, the mountains of the Middle East and the jungles of Central America, each meticulously created using high resolution map data from real-world satellite photography. Apache helicopters are some of the most sophisticated combat aircraft on the planet - the player gets to fly multiple variations of them, each with their own extreme firepower and highly-detailed damage modeling.",77.5,5,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co60aj.jpg
5157,"['Puzzle', 'Sport']","[69, 1333, 2362, 2913, 4272, 4544, 4823, 6487, 10699, 11538, 48209]",Skate It,[5],skate-it,Skate It on the Wii is a skateboarding game where players use the Wii remote and nunchuk to perform tricks and navigate different skate parks. It includes various challenges and lets you customize your character. The game focuses on using motion controls to simulate skateboarding movements.,64.98729335048537,8,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co48u9.jpg
11240,"['Platform', 'Racing', 'Sport', 'Adventure', 'Indie', 'Arcade']","[57, 299, 589, 1158, 1494, 1503, 2152, 2543, 3224, 4004, 4134, 4135, 4205, 4210, 4239, 4245, 4294, 4359, 4484, 4726, 4989, 5328, 5523, 5633, 5669, 6765, 12748, 23933]",Joe Danger,"[9, 6, 39, 46, 12]",joe-danger,"Can you put the world’s most determined stuntman back into the limelight? Combo, boost and pull ludicrous stunts as Joe attempts to race his way back into the record books in over 100 eye-popping levels. Leap school buses full of screaming kids and pools of ravenous sharks! Dodge spikes and mousetraps! Speed through coin dashes and beat Team Nasty in nip-and-tuck races!",81.41513709639995,14,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co2s1j.jpg
21898,"['Shooter', 'Adventure']","[3, 25, 72, 575, 1289, 2109, 3486, 3627, 4239, 4287, 4359, 4583, 4709, 5029, 7384, 8901, 13574, 23933, 46206]",Moon,[20],moon,"Set on the Earth’s moon in the mid-21st century, in Moon, players take on the role of Major Kane. Chief of Military Operations for the Extra Terrestrial Encounter Organization (ETEO), you and your team have been brought in to investigate a series of strange happenings. Ever since the Roswell incident it has been clear that Earth has been visited by other beings, now a hundred years later it would seem that something similar may be happening on the moon. Contact with a distant lunar outpost was lost shortly after they reported discovery of a ‘hatch’ of alien origin during a routine excavation. What follows could be the next giant leap forward for mankind, but just what are we stepping into? Whatever it is, erratic energy readings from deep below the lunar surface has you thinking that it will not be a diplomatic mission.

Welcome to the Moon Major.",75.0,3,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co1v3f.jpg
19944,"['Adventure', 'Indie', 'Arcade']","[126, 151, 1033, 1705, 18537]",A Bastard's Tale,"[48, 6]",a-bastards-tale,"A game about parrying, attacking, and overcoming difficult foes",68.33333333333333,5,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co30xz.jpg
3670,['Adventure'],"[1293, 1563, 4142, 4245, 4345, 4353, 10793, 23428]",Shrek Forever After,"[9, 5, 6, 39, 12]",shrek-forever-after,"Shrek Forever After is an action-adventure video game based on the film of the same name. It was released on May 18, 2010, in North America. It is the fourth and final video game based on the movie series of Shrek.

It was the last DreamWorks Animation game released for Windows and the first Shrek game on the PlayStation 3.",63.05758444827149,7,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co2dej.jpg
2232,['Adventure'],"[40, 214, 221, 225, 46438]",Spycraft: The Great Game,"[6, 13]",spycraft-the-great-game,"Enter the World of International Intrigue. It's you against faceless enemies in a rush to unravel a high-level assassination plot. Arm yourself with authentic spy tools, high-tech weapons and professional skills true to CIA operations. Then confront realistic global scenarios...where decisions you make determine the balance of world power.",70.5,4,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co5g45.jpg
6582,"['Platform', 'Puzzle']","[1059, 4877, 8779]",Sabre Wulf,[24],sabre-wulf,"The portable resurrection of a classic Spectrum series.

The game is separated into two modes of play: the 3D exploration mode and the 2D platforming sections. The 3D exploration mode is how Sabreman gets around the eight different themed worlds of Sabre Wulf. While there are no enemies in this mode, there are plenty of people to talk to, who might help you in your quest. Also strewn about are more than fifty 2D platforming levels, which you can access through the wulf's head tunnels.",75.28398140800363,8,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/cobrwf.jpg
278971,['Indie'],"[131, 17092]",Jisatsu,[6],jisatsu,Jisatsu is a Japanese found footage mockumentary horror game.,67.71907476629009,5,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co7jeg.jpg
51736,"['Puzzle', 'Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure', 'Indie', 'Arcade', 'Card & Board Game']","[69, 416, 429, 577, 25826]",Nowhere Prophet,"[48, 3, 6, 14, 49, 130]",nowhere-prophet,"Prepare your decks and go on a pilgrimage through the wasteland! Nowhere Prophet is a unique single-player card game. Travel across randomly generated maps and lead your followers in deep tactical combat. Discover new cards and build your deck as you explore this strange, broken world.",85.01203587491075,10,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co2egp.jpg
33747,"['Simulator', 'Adventure']","[1158, 1494, 2072, 2493, 4004, 4134, 4138, 4151]",My Name is Mayo,"[48, 6, 46, 130]",my-name-is-mayo,This is a clicking adventure that simulates the real-life tapping of a Mayo Jar! You will unveil its story and (maybe) you will learn from it!,60.68539861885902,30,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co86yv.jpg
1797,"['Platform', 'Strategy', 'Adventure']","[77, 947, 1403, 2242, 2543, 4134, 4245, 4261, 4359, 4718, 4869, 5328, 5575, 5885, 7309, 7403]",Ratchet & Clank: Full Frontal Assault,"[9, 46]",ratchet-clank-full-frontal-assault,"Explore action-packed battlefields and wipe out waves of enemies with outrageous weapons. Classic Ratchet & Clank gameplay returns with a base-defense twist, including competitive and co-op cross-play for the PS3 and PS Vita.",60.92192080619827,38,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co230o.jpg
9849,"['Role-playing (RPG)', 'Simulator', 'Strategy']","[24, 974, 4284, 4345, 4647]",Star Wolves,[6],star-wolves,"Star wolves is a 3D space RPG with deep strategy and tactical elements. The game thrusts players into a world of freelance space hunters in the XXI-XXII century A.D. during a time of political crisis for the all-powerful Empire and the three mega-corporations that control all the known worlds. Corruption prospers planet-side and only space can give a man his freedom, but not without a cost: space is not a safe place anymore. Human space pirates, rogue AI computers that rebelled against humanity and empire patrol ships roam space in search of easy prey.

Players begin the game as a bounty hunter with little more than an old, run-down space fighter and a dream, but as they advance in the game and prosper, their piloting and battle skills improve, allowing access to more advance spacecraft. Players can control a party of up to six bounty hunters, each possessing different skills, abilities and personality.

Team tactics give players vast opportunities in battles when shear fire power isn't enough. Tactical ruses, planning and executing ambushes or deploying spaceships' special abilities provide cunning commanders the ability to crush enemies according to their style of play.",67.4603400614229,8,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co422m.jpg
131869,"['Puzzle', 'Adventure', 'Indie']","[72, 101]",I Am Dead,"[169, 48, 6, 167, 14, 49, 130]",i-am-dead,I Am Dead is a charming puzzle adventure game from the creators of Hohokum and Wilmot’s Warehouse about exploring the afterlife.,80.56780998363536,10,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co3uyg.jpg
15712,"['Puzzle', 'Strategy']","[1158, 4134, 4467, 4520, 5944, 8196]",Bejeweled Twist,"[240, 6, 159, 20, 55]",bejeweled-twist,"Spin, match, explode... WOW! It's a brilliant new way to play Bejeweled! Get set for a vivid sensory rush as you spin and match explosive gems for shockwaves of fun. Rotate jewels freely to set up electrifying combos, outwit surprising obstacles like Locks and Bombs, and create high-voltage Flame and Lightning gems. When you need to dial up the intensity or fine-tune your skills, turn to Challenge mode or five-minute Blitz. And if relaxing is more your style, kick up your feet with stress-free Zen. No matter the mode, you'll discover new strategies, improve your moves, and find endless ways to win!",78.70728126642078,13,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/coc0yc.jpg
24040,"['Platform', 'Puzzle', 'Adventure', 'Indie']","[1142, 1495, 4527, 5441, 49307]",Adventure Lamp,"[6, 14]",adventure-lamp,"A cave-in has separated Simon, the highly prepared archaeologist, from his equipment. With nothing but a head lamp and his wits, Simon would very much like to stay alive long enough to return his notes to The Academy for study.",68.33333333333333,3,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co4ynq.jpg
26530,"['Adventure', 'Indie']",,A Wolf in Autumn,[6],a-wolf-in-autumn,"A dark, surreal psychological horror game, in which a young girl finds herself locked in a shed, in the middle of an idyllic autumn forest.",50.99508521690868,5,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co3kwt.jpg
35548,['Adventure'],"[3, 4725]",Math Rescue,"[6, 14, 13]",math-rescue,"A bone-chilling crisis has struck the world! Reports are pouring in from all corners of the globe: Missing numbers!

Drivers on streets are in dangerous peril because the speed limit signs have gone blank!

On Wall Street, stockbrokers are throwing up their hands in despair. The Dow Jones isn't down, and it isn't up - it's gone! You start to call your best friend, but the buttons on your phone are blank!",70.0,3,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co3nqf.jpg
1486,"['Shooter', 'Arcade']","[166, 558, 844, 2152, 3831, 4397, 4484, 4777, 4897, 5537, 9165]",Gradius IV: Revival,[52],gradius-iv-revival,"Gradius IV is the fourth arcade installment in a series of scrolling shooter video games developed by Konami Computer Entertainment Tokyo. It was preceded by Gradius III, released in 1989, although spinoffs had been released prior to it such as Gradius Gaiden. This title brings a considerable graphical upgrade, particularly with the use of colored lighting. In addition, there have been several additions and removals to the vaulted weapons system; specifically, the edit mode has been removed and an online ranking system was added.",51.93700787401575,6,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co231i.jpg
21206,['Role-playing (RPG)'],"[226, 2106, 6540]",Avalon Code,[20],avalon-code,"Avalon Code plot, as well as the gameplay, revolves around the Book of Prophecy situated on the touch-sensitive lower screen of the Nintendo DS. In order to record a person, monster, plant, or weapon in its pages, the player performs a “Code Scan”, which is done by striking the target to be recorded with the Book itself (mapped to the B button at all times). The story centers on a young peasant who has been plagued with prophetic nightmares for weeks prior to the beginning of the story. His or her latest dream, shown in the opening cinematic, features a mysterious voice which reveals not only that the protagonist's world has undergone countless reincarnations in the past and is fated to continue the cycle of correction, destruction, and rebirth until “true enlightenment” is achieved, but also that the main character him- or herself has been tasked by the Powers-That-Be to deem the people, places, and things of the current world worthy (or unworthy) of being carried over into the next after the fiery purge.",76.31669533574603,8,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co2gad.jpg
6773,['Shooter'],"[844, 992]",Aero Fighters 2,"[52, 80, 79, 136]",aero-fighters-2,"The game is played with two buttons, with the A button firing projectiles from the plane and the B button launching a special bomb attack which uses a bomb from a limited stock of bombs. Power projectiles can be obtained by destroying buildings and armored enemy planes. There are two types of Power projectiles: ""P"" Power projectiles, that increases the plane's firepower by one level, and ""F"" Power projectiles, that increases the plane's firepower to the maximum level instantly. The maximum level only lasts for a limited amount of shots.

When certain ground enemies and buildings are destroyed, money bonuses appear which give a random amount of points each. When the player reaches the end of the stage, the player has to face a boss ship.",77.68096113907905,22,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co236v.jpg
153636,"['Racing', 'Indie']",,Bro Falls: Ultimate Showdown,[6],bro-falls-ultimate-showdown,"Bro Falls is an asymmetric massively multiplayer party game with chaotic elements, trap activations and big Falls. Up-to 60 online players in a showdown party and only one who can get the victory. Play as Brokkoli to activate the traps or avoid them as a juicy food and win the rounds.",65.52828600018742,5,0,4.0,https://images.igdb.com/igdb/image/upload/t_cover_big/co3bu6.jpg
18971,['Simulator'],,Everest VR,"[165, 6]",everest-vr,"Created by Sólfar and RVX, EVEREST VR is one of the most spectacular use cases of virtual reality yet. Preparing for your expedition at Basecamp, you will traverse the Khumbu Icefalls, scale Lhotse Face, ascend the Hillary Step, and finally conquer the summit of Everest. You will learn to respect the mountain, you may even survive the encounter. You will leave the experience feeling like you were there.",48.75,3,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co8cvc.jpg
352464,"['Simulator', 'Strategy', 'Adventure', 'Indie']",,SeaCret 1,[6],seacret-1,"Sail into the 17th-century Caribbean in SeaCret 1, a riotous mix of strategy, humor, and adventure! Trade, fight, or govern your way to fame in this sandbox escapade, where every choice brings riches or ridiculousness.",18.57142857142857,7,0,4.0,https://images.igdb.com/igdb/image/upload/t_cover_big/cobf30.jpg
333822,"['Adventure', 'Indie']","[131, 4004]",Overcome Your Fears: Caretaker,[6],overcome-your-fears-caretaker,Overcome Your Fears - is a psychological atmospheric horror game that immerses you in a world of the unknown.,44.0,5,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/coandu.jpg
8735,"['Fighting', 'Platform', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']","[78, 166, 413, 599, 632, 977, 982, 1293, 1308, 1705, 1898, 2109, 2324, 2385, 3486, 3831, 4138, 4179, 4290, 4465, 4613, 4637, 5174, 5449, 6037, 6210, 6493, 6539, 7041, 7112, 7287, 7653, 10046, 24124, 24938, 30303]",Abobo's Big Adventure,"[82, 6, 14]",abobos-big-adventure,"Abobo's Big Adventure is a freeware parody Flash game. Inspired by various video games released for the Nintendo Entertainment System, the game features Abobo, a boss character from the Double Dragon franchise, traveling through the worlds of several different games to save his son. Developed by I-Mockery founder Roger Barr, Abobo's Big Adventure was released in January 2012 to positive critical reception.",89.10483292597787,14,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co2d2b.jpg
1353,"['Puzzle', 'Simulator']","[1495, 2543, 4134, 4245, 4492, 4541, 4718, 4784, 4869, 5328, 5533, 5802, 5804, 8215, 11247, 11975, 14513]",flOw,"[82, 9, 48, 46, 38]",flow,"flOw is a game about piloting an aquatic organism through a surreal biosphere where players consume other organisms, evolve, and dive into the abyss. With an embedded design of DDA (dynamic difficulty adjustment), players with differing skill levels can intuitively customize their game experience and enjoy the game at their own pace.

You can play as one of 5 creatures, each in a unique environment. Lose yourself in the crisp “deep blue” in full HD at 1080p and 5.1 Surround Sound. Use the SIXAXIS motion sensors on the DUALSHOCK wireless controllers for an organic experience that will allow you to glide, flit, and flOw through the universe.",73.32494561387534,94,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co1iod.jpg
356787,"['Adventure', 'Indie']","[24895, 49539, 49618, 49626]",Mage Arena,[6],mage-arena,A co-op PvP experience about using your voice to cast spells in the Mage Arena to settle an ages-old feud between sorcerers and warlocks.,81.41413472783036,8,0,4.0,https://images.igdb.com/igdb/image/upload/t_cover_big/coaam2.jpg
10317,"['Platform', 'Puzzle', 'Adventure', 'Indie']","[21, 101, 1158, 1186, 1228, 1293, 1494, 4004, 4135, 4150, 4333, 4359, 4484, 4492, 4787, 4790, 4869, 4956, 5195, 5523, 6540, 6714, 23933]",Hamilton's Great Adventure,"[9, 6]",hamiltons-great-adventure,"Take part in an amazing adventure, guiding the explorer Ernest Hamilton and his friendly bird Sasha as they co-operate to solve crafty puzzles and challenges!",50.0,4,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co6jup.jpg
7696,"['Point-and-click', 'Adventure']","[3, 69, 215, 274, 429, 558, 1308, 2199, 2962]",Manhunter: New York,"[115, 63, 14, 13, 16, 75]",manhunter-new-york,"It has been over 2 years since the agressive Orbs attacked the Earth. Now you work as a Manhunter, the highest post which can a human achieve in the Orb Aliance. Your job is to hunt down all humans who, in some way, have wronged the Aliance. Once you capture them, the Aliance will correct them.",70.85584530567344,7,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co5v4y.jpg
2044,"['Real Time Strategy (RTS)', 'Simulator', 'Strategy']","[1, 21, 1107, 1158, 1333, 4004, 4134, 4259, 4275, 4359, 5825, 5959, 8146, 11439]",Naval War: Arctic Circle,[6],naval-war-arctic-circle,"Naval War: Arctic Circle is a Real Time Strategy (RTS) game where the player battles enemy naval and aerial forces for power and ultimate world domination. The game includes real units from the United Kingdom, Germany, the United States, Russia, the Scandinavian countries and others. The game play takes place along the Norwegian and British coast, through Iceland and Greenland all the way to the North Americas and the North West Passage.",54.0,4,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co2sb9.jpg
87214,"['Puzzle', 'Adventure']","[287, 1127, 4329]",Sushi Cat,"[82, 39]",sushi-cat,"He's cuddly. He's squishy. All he needs is sushi and love. Pachinko-style physics puzzle game Sushi Cat is free on Android, with 27 levels of awesome fun for everyone. Based on the hit Flash game series loved by millions, Sushi Cat now fits in your phone for you to get your puzzle game fix on the go. In the name of love, drop your kitty from the top of the screen and watch him bounce off obstacles, nomming delicious nigiri and gathering power-ups, to meet your target goal.

Physics never looked so tasty as your jelly-like blue kitty eats his way across the screen, but be careful! You only have a few tries to puzzle out how to reach the level's goal. With cute graphics, simple puzzling and addictive gameplay, and squishy physics charm galore, Sushi Cat is the perfect addition to your gaming library.",90.0,4,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co2gzj.jpg
3003,"['Simulator', 'Sport']","[44, 456, 2543, 4134, 4221, 4245, 4650, 5783, 6576, 7253, 7270]",NHL 14,"[9, 12]",nhl-14,"Summary: Unlock the highest level of hockey aggression, speed and skill. Deliver hits with the NHL Collision Physics, built from FIFA’s Player Impact Engine. Drop your gloves with the new Enforcer Engine, powered by EA SPORTS Fight Night technology. Dangle defenders with new One-Touch Dekes and expd experience enhanced speed and control with the second season of True Performance Skating.",79.12237786796967,23,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co2qu8.jpg
16688,"['Point-and-click', 'Puzzle', 'Adventure']","[211, 1140, 1158, 4004, 4134, 4138, 4239, 4287, 4510, 4850, 5380, 6048]",Dracula: Love Kills,[6],dracula-love-kills,"The Queen of Vampires emerges from the ashes of history, seeking to destroy the world of humans and rule over its ruins! No one, human or vampire, will stand in her way!
Count Dracula awakens, weakened and stripped of his powers after years of healing from his last battle with Dr. Van Helsing. He can not face his evil rival, the Queen, on his own…

To save the world, an uneasy alliance must be formed between the Prince of Darkness and his eternal enemy, Van Helsing. Will they overcome their hatred and stop the Queen? Or will this fragile alliance fail, condemning humanity to destruction? Only you can decide…

Join the legendary vampire count and his faithful servant Igor as the join forces with Dr. Van Helsing in a horrific adventure inspired by the work of Bram Stoker. Travel the world in search of the Knights of the Order of the Dragon and attempt to thwart the terrible plans of the dark Queen!",58.09524562429839,7,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co3owo.jpg
10496,"['Role-playing (RPG)', 'Adventure']","[2472, 9637, 25963, 29745, 39911]",Wizardry: Bane of the Cosmic Forge,"[306, 3, 6, 14, 13, 118, 16, 58]",wizardry-bane-of-the-cosmic-forge,"Ten years ago, Wizardry set the standards in Fantasy Role-Playing (FRP). Now after two million copies have been sold and dozens of awards have been won, Bane of the Cosmic Forge raises and redefines those standards. This new Wizardry , the truest simulation ever of Fantasy Role Playing, will push your computer, your mind, and your sense of adventure to their very limits. Only through the power of the latest computer technology could the full dimensions of this new genre in FRP be possible.",99.53891576481203,17,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co285x.jpg
9276,['Role-playing (RPG)'],"[3, 69, 575, 923, 993, 1097, 1158, 1313, 2962, 3831, 4134, 4284, 4359, 4397, 4709, 4956, 4984, 5257]",Space Siege,[6],space-siege,"A game filled with heavy combat action, fast-paced tactics and decision making, Space Siege is an all-new science fiction themed action-RPG being developed by Chris Taylor and his talented team at Gas Powered Games, the creators of Dungeon Siege I & II and Supreme Commander.",60.91173977537614,8,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co24m7.jpg
4164,"['Platform', 'Puzzle', 'Role-playing (RPG)', 'Adventure']","[205, 421, 698, 1138, 1320, 3486, 4329, 4359, 4527, 5836, 7309, 13295]",Sphinx and the Cursed Mummy,"[11, 21, 3, 6, 14, 8]",sphinx-and-the-cursed-mummy,"Sphinx and The Cursed Mummy is an original 3rd person action-adventure inspired by the mythology of ancient Egypt. Travelling the world via magical portals to foil the evil plans of Set. Sphinx's Journey will require all his wits, agility, and special powers. He will also rely on his reluctant hero friend, The Mummy, to help when being inconspicuous is the only solution. By finding the stolen magical crowns of Egypt, Sphinx can stop Set and save the world.",75.20768782832323,16,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co2rdn.jpg
48158,['Puzzle'],[1140],The Great Waldo Search,"[19, 29]",the-great-waldo-search,"The pictures are slightly animated images of Waldo scenes, the player has to scroll along the long picture to survey the scape while searching for Waldo and other objects. The directional buttons control a magnifying glass and is used in order to ""find"" objects. Waldo's dog Woof is also in each level and by finding him the player gets to play a small bonus game to collect points while controlling Woof on a flying carpet.",29.76981850489229,5,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co304y.jpg
28863,"['Racing', 'Sport']","[28, 4357, 16826, 49326]",WRC 7,"[48, 6, 49]",wrc-7,"Take on the WRC’s 13 rallies and their faithfully reproduced environments. Embody the best drivers in the Championship behind the wheels of their new cars. On your own or online, take on the Epic Stages, face weekly challenges, and live the WRC experience like a pro!",72.23888715763857,19,0,,https://images.igdb.com/igdb/image/upload/t_cover_big/co3wga.jpg
